fragment_smiles
CCS(=O)(=O)c1nnc(S(=O)(=O)CC)nn1
[6*]C(=O)C(F)(F)F
[16*]c1ccc2cccnc2c1[N+](=O)[O-]
[13*]C12CC(CO1)C2
[8*][C@H](C)N=c1cc[nH]c([14*])n1
[14*]c1nc(C)c([14*])s1
[5*]N1CCC[C@@H](O)C1
Cc1nnc([N+](=O)[O-])s1
[4*]CC([6*])=O
[14*]c1ccc([14*])n1C
[4*]CC
[4*]C[C@@H]([4*])C
[14*]c1ccc(S(C)(=O)=O)o1
[14*]c1nonc1C
[15*][C@@H]1CCCNC1
[7*]C1OC(=O)c2ccccc21
[1*]C(=O)CCCN=c1ccc([N+](=O)[O-])c([14*])[nH]1
[4*][C@@H]([8*])CC
O=S=Nc1cccc(N=S=O)c1
[4*]CCS(C)(=O)=O
[9*]n1cnn2c([N+](=O)[O-])nnc12
[13*][C@H]1NC(=O)O[C@H]1C
[5*]N1CC[C@@H]([C@@H]2CCOC2)C1
O=C1C(=O)C(O)C1=O
O=[N+]([O-])c1cc(Br)cn2cnnc12
[4*]CC([4*])C[4*]
[8*]C[C@@H]([8*])N
[5*]N1CCC[C@@]1([13*])C
O=C1Nc2c(Cl)cc([N+](=O)[O-])cc2C1=O
[14*]c1nc2cc(Cl)c(Cl)cc2[n+]([O-])n1
[4*][C@H]([8*])C(=O)O
COC1=CC(=O)c2c(n(C)c3occc3c2=O)C1=O
[15*]C1(C2CC2)CC1
N[C@@H]1N=C(O)C2=NC(Cl)=NC2=N1
[8*]CCCCCC
[15*][C@@H]1CCC[C@@H]1[15*]
[6*]C(=O)N(OC)C(C)C
[15*]C1(C)CCC1
[14*]c1cnccn1
OC1=Nc2ccc(Cl)cc2/C1=N\n1cnnc1
O=C(O)C1=NN=C([N+](=O)[O-])[C@@H]1[N+](=O)[O-]
[7*]C1C(=O)Nc2c(C)cccc21
[15*][C@@H]1CC[C@@H](C)C1
[5*]N1CC[C@@H]1[13*]
[8*][C@H](C)O
[16*]c1cc(C#N)sc1[N+](=O)[O-]
[6*]C(=O)N=C1C=CC(=O)C=C1
[4*]CC#N
[15*][C@@H]1CCC(=O)C1
[5*]N1CC[C@@]2(CCOC2=O)C1
[N-]=[N+]=C1C(=O)NC(=O)N=C1O
O=[N+]([O-])c1cc(Cl)cc2[nH]nnc12
[4*]CCF
[14*]c1n[nH]c(=O)n1C
COC1=C(Br)C(=O)c2ncccc2C1=O
[15*]C12CC(CO1)C2
[9*]n1cnc([14*])n1
[4*][C@@H](C)C(=O)NNC([6*])=O
[16*]c1cccc2c1=NC(=O)N=2
[7*]CCC
O=[N+]([O-])C1=C/C(=N\Cl)C=C/C1=N\Cl
[14*]c1n[nH]c(N/N=C2\C(=O)NC(=S)N=C2O)n1
Cc1coc2c1C(=O)C=CC2=O
[14*]c1cc([16*])c([N+](=O)[O-])o1
O=[N+]([O-])/C(c1ccccc1F)=[N+](/[O-])O
[4*]CCC
[5*]N1CCCC2(CC2)C1
[14*]c1ccc(C#N)cn1
CN1C=NC(=C=O)/C1=N/C#N
[14*]c1nnc(Br)o1
[4*][C@@H](C)C[C@@H]([4*])C
[8*]CC(=O)N=c1cc(C)c(C)n[nH]1
[4*][C@H](CO)C(=O)O
[1*]C(=O)[C@@H](/N=N\c1ncn[nH]1)/N=N\c1nnn[nH]1
O=C1CNC(=O)N1N=Cc1ccc([N+](=O)[O-])s1
[16*]c1ccnc(Cl)c1
NC1=NC(=O)C2=NC=CC2=N1
[14*]c1occc1[16*]
[9*]n1nnnc1[14*]
[4*][C@@H]([8*])C(=O)O
[3*]OCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
O=C(O)C1=CC=C2N=NN=C2C1
[14*]c1cc([N+](=O)[O-])on1
[5*]N/C=C(/C1=CC(=O)C=CC1=O)[N+](=O)[O-]
[5*]N1CCCCC1
[5*]N1C[C@@H]([15*])[C@@H]([15*])C1
[O-][n+]1onc2ncncc21
[15*][C@@H]1CCN2CCC[C@@H]2C1
[5*]N1CCC1
[12*]S(=O)(=O)c1cnccn1
[14*]c1cc([N+](=O)[O-])cc[n+]1[O-]
CC1=C(C2=C(C)C(=O)C(O)=CC2=O)C(=O)C=C(O)C1=O
O=C1C(=O)c2c(nc3ncccn23)-c2ccccc21
Cn1c(=O)n(C)c2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])cc21
[4*]CCC(F)F
[4*]C1(C#N)CCC1
[16*]c1cc[nH]c(=NC)c1[N+](=O)[O-]
[O-][N+]1=C(c2ccccc2)C(=NO)C(c2ccccc2)=[N+]1[O-]
[4*]C[C@H](CC(=O)O)CC(C)C
[16*]c1cc(S(C)(=O)=O)ccc1[N+](=O)[O-]
[6*]C(=O)C(=O)N=c1cc(C)[nH]cc1C
[16*]c1ccnc2c1nnn2C
[15*][C@@H]1CCNC1
[16*]c1c(F)cccc1F
[3*]OS(=O)(=O)c1ccc([14*])s1
CC1=CC(=O)C=C/C1=N\OS(=O)(=O)c1ccccc1
[1*]C(=O)C[C@H](C)N=c1ccc([N+](=O)[O-])c([14*])[nH]1
[14*]c1c([N+](=O)[O-])cnn1C
[1*]C(=O)[C@@H]([4*])C(C)C
[4*][C@@H](C)C(=O)N(C)OC
O=c1cc/c(=N\O)c(=O)/c1=N/O
[16*]c1cccnc1F
[N-]=[N+]=NS(=O)(=O)c1ccccc1S(=O)(=O)N=[N+]=[N-]
[14*]c1cnc[nH]1
[15*][C@H]1CCN(C)C1
O=c1[nH]nc([N+](=O)[O-])c(=O)[nH]1
[6*]C(=O)C(=O)N=c1ccc(O)n[nH]1
[14*]c1ncn(C)n1
[14*]c1n[nH]c([14*])n1
O=C1C=c2cc(Br)ncc2=N1
[6*]C(=O)C#C
C[C@H](C(=O)O)C(=S)C(=S)[C@@H](C)C(=O)O
[4*]CC(=C)Br
[5*]N1CCNC(=O)C1
[5*]N1C[C@@H]([15*])[C@H](N)C1
[8*][C@@H](C)CC(=O)N=c1cc[nH]c2ccncc12
[15*]C1([15*])COC1
[4*][C@@H](C[8*])CC(C)C
[14*]c1c([N+](=O)[O-])ncn1C
O=c1c(=Nc2ccccc2O)c(=O)c2ccccc12
[16*]c1ccc2nn[nH]c2c1
CC1=N[S@](=O)(O)=c2cc(Cl)ccc2=N1
[16*]c1ccc([N+](=O)[O-])c2nonc12
Cc1c([N+](=O)[O-])cc[n+]([O-])c1Cl
[14*]c1nnc(O)c([16*])c1[16*]
[4*][C@H](C)C#C
O=c1[nH]c([N+](=O)[O-])c(Br)c2[nH]cnc12
O=[N+]([O-])c1nonc1/N=N/c1nonc1[N+](=O)[O-]
[15*][C@H]1C[C@@H](O)C1
[14*]c1nc2ncccn2n1
[5*]N1[C@H](C)C[C@@H]1C
[16*]c1cn(C)c(=O)nc1O
[16*]c1cnc(O)c2ccccc12
[14*]c1[nH]nnc1C
[15*][C@H]1CC12CC2
[5*]N1CC[C@H]2[C@H]1CCCN2[5*]
[14*]c1nccc2ccncc12
[12*]S(=O)(=O)c1ccc(C)c2ncccc12
CN1C(=O)CN(N=C2C(=O)NC(=O)NC2=O)C1=O
[4*]CC(C)=O
[4*]CC(=O)O
[5*]N1C[C@@H](C)C[C@@H](O)C1
[16*]c1ccc2c(c1)NC(=O)[C@@H](C)O2
[14*]c1sc([N+](=O)[O-])cc1O
O=C1C=c2cc(F)c(F)cc2=N1
[4*]CCCS([12*])(=O)=O
Cc1nc([N+](=O)[O-])c([N+](=O)[O-])n1C
[1*]C(=O)C=C
[16*]c1ccncc1C#N
[15*][C@@H]1CCS(=O)(=O)C1
[8*]CN1CC[C@H](C)C1
O=C1NC(=O)C(=NNc2nccnc2Cl)C(=O)N1
[16*]c1ccccc1C
[5*]N1CCO[C@H]([13*])C1
[5*]NC1=CC(=O)C(=O)c2ccccc21
O=C1c2no[n+]([O-])c2C(=O)c2c1no[n+]2[O-]
[4*]CC(F)(F)F
[16*]c1cc2ccccc2oc1=O
[9*]n1ccnn1
[14*]c1cc(N)ccn1
[4*]C[C@H](C)C#N
[4*][C@@H](C)CC
[5*]N1C[C@@H]2CCC[C@]2([15*])C1
[14*]c1ncccc1[16*]
[4*]C[C@H]([4*])C(=O)N=c1nc[nH]n1C
[14*]c1nocc1[16*]
O=C1N=C(O)/C(=N\Nc2cccc(Cl)c2)C(=O)N1
O=C1C(O)=C(O)C(=O)c2c(O)c(Cl)cc(O)c21
[1*]C(=O)CC(C)C
[14*]c1cnc([N+](=O)[O-])[nH]1
[4*][C@H](CC)C(N)=O
[14*]c1cc([14*])ncn1
[8*]CCC(=O)N=c1cccn[nH]1
[1*]C(=O)NO[3*]
[14*]c1nc(N)c2c(n1)=NC=N[S@]=2(=O)O
[15*][C@@H]1CC1(C)C
[6*]C(=O)NN1CCS(=O)(=O)CC1
[3*]OC1=C([N+](=O)[O-])[C@@H]([13*])NC1=O
[4*]C[C@@H]([8*])O
[16*]c1cnn(C)c1Cl
[9*]n1nc(C)c([N+](=O)[O-])c1[N+](=O)[O-]
[16*]c1cncc(O)c1
[14*]c1ccc(C#N)c(C)n1
Cc1c(Br)c([N+](=O)[O-])nn1[N+](=O)[O-]
[5*]N1CCN([5*])[C@H](C)C1
[5*]N1CC2(CCCC2)C[C@@H]1[13*]
[14*]c1ccc(Cl)cn1
[14*]c1cc(C#N)ccn1
[14*]c1nc[nH]c1/N=N\c1nc(O)c(C#N)[nH]1
Brc1nc2nonc2nc1Br
[14*]c1nc(Cl)ccc1F
O=C1NN=C(n2nc3ccc([N+](=O)[O-])cc3[n+]2[O-])/C1=N/O
[14*]c1nccn2ccnc12
[4*]CCCS(C)(=O)=O
[14*]c1nnc(O)[nH]1
[14*]c1nnc(Br)nn1
[8*]C(C)C
c1ncc2nncnc2n1
[5*]NC1=C(Cl)C(=O)c2ncccc2C1=O
[14*]c1ncc(Br)cc1[N+](=O)[O-]
[14*]c1nc2nonc2[nH]c1=O
[14*]c1ncc([16*])c(C)n1
[14*]c1cccc(N)n1
[7*]C1C(=O)N(C(C)=O)c2ccccc21
[15*][C@@H]1CCCNCC1
[1*]C(=O)[C@H]1CSc2ccccc21
[16*]c1ccnc(F)c1F
[13*][C@@H]1N[C@H]([13*])C(=O)C1=O
[1*]C(=O)C1=C(O)N=C2C1=NC(O)=C2C([1*])=O
[1*]C(=O)/C(C)=C\[N+](=O)[O-]
[14*]c1c(C)c(=O)cnc2c(C#N)cnn12
O=C(O)C1=NC=C2C=CC=C21
[14*]c1ncc(Cl)s1
[15*][C@H]1CC1(C)C
[14*]c1nc(C)no1
[6*]C(=O)NN1CCC[C@@H]1[13*]
O=C1N=C(O)/C(=N\Nc2ccccc2Cl)C(=O)N1
[14*]c1nccc(Cl)c1C
O=C1C=CC(=O)C2=C1OCCO2
N#Cc1cccc(C#N)c1[N+](=O)[O-]
[9*]n1nc(C#N)c(=O)n(C)c1=O
[4*]CC[C@@H]([4*])C
[4*]CCCCCO
O=C1N=c2ncc(F)cc2=C1O
[14*]c1ncnc2ncccc12
[16*]c1ccc[nH]c1=O
[16*]c1cccc2c1oc(=O)n2C
[5*]N1CC[C@@H]2CCN[C@H]2C1
[15*][C@H]1C[C@H](N)C1
[8*]CN1CC[C@@H](C)C1
O=C1NC(=S)N=C(O)/C1=N\Nc1ccc(Cl)cc1
[4*][C@H](CC)C(=O)O
[14*]c1oncc1[16*]
Clc1nnc(Cl)c(Cl)n1
O=[N+]([O-])c1cnc(F)nc1F
[4*]C[C@H]([4*])CC
O=C1C=CC=C2N=c3ccccc3=C12
[14*]c1cc2cc(C)ccc2o1
[5*]N1C[C@H](C)C[C@@H](C)C1
[14*]c1nn(C)cc1[N+](=O)[O-]
[4*][C@@H](C)C(=O)O
[14*]c1cnn2nnnc2n1
[4*][C@@]1([15*])CCOC1
[10*]N1C(=O)c2ccccc2CS1(=O)=O
[5*]N1CC[C@@H](C)[C@H]([15*])C1
Cn1ncc(C#N)c1[N+](=O)[O-]
[7*]CC=C
[4*]CCCC1=CC(=O)C(=O)C=C1
[5*]N1CC(O)(C#C)C1
[6*]C(N)=O
[6*]C(=O)N(OC)[C@@H](C)CC
[5*]N1CCN(C)C(C)(C)C1
[14*]c1nccnc1[14*]
[5*]N1CC[C@H]([15*])C[C@@H]1[13*]
[4*]CCC1=CC(=O)C(O)=CC1=O
[9*]n1c([N+](=O)[O-])nc2c1c(=O)[nH]c(=O)n2C
Cc1nn(C)c(N/N=C/c2ccc(O)cc2)c1[N+](=O)[O-]
[9*]n1cnnn1
[12*]S(=O)(=O)c1cccc(F)c1[16*]
[16*]c1cccc([S@](C)=O)c1
O=C1CC(C(F)(F)F)=c2cc(F)ccc2=N1
[4*]CCCC#C
[15*][C@H]1CC(C)(C)OC1(C)C
[4*]C([8*])([N+](=O)[O-])[N+](=O)[O-]
[14*]c1ncccn1
[14*]c1nnc(Cl)c([14*])n1
[8*]CC(C)(C)N
[14*]c1nccc([16*])c1[N+](=O)[O-]
O=[N+]([O-])C1=C(Cl)/C(=N\O)S(=O)(=O)C1
CC[C@@H](NN=Cc1ccn(C)c(=O)c1)C(=O)O
[16*]c1ccc(F)c(F)c1
O=C1C=CC(=NOS(=O)(=O)c2ccccc2)C=C1
N#Cc1cc(C#N)nc(Cl)n1
Cc1cncc(B2OC(C)(C)C(C)(C)O2)c1C=O
[15*][C@@H]1CCOC[C@@H]1[15*]
[14*]c1nn2nnc3ccccc3c2nc1=O
[14*]c1nc(Cl)nc(Cl)c1[N+](=O)[O-]
[1*]C(=O)C(=[N+]=[N-])C([6*])=O
O=C1Nc2c(cc(F)c(F)c2Br)C1=O
CC1=[N+]([O-])[N+]([O-])=C(C)C1=O
[15*][C@@H]1CCCNC1=O
O=[N+]([O-])c1n[nH]c(/N=N\c2nc([N+](=O)[O-])n[nH]2)n1
O=c1nc2[nH]c3[nH]c(=O)[nH]c(=O)c3nc-2c(=O)[nH]1
[15*][C@H]1C[C@H]([15*])C12CCC2
[4*]C[C@H](O)C(C)C
[5*]N1C[C@H]([15*])C[C@@H]1C
[14*]c1ncc([N+](=O)[O-])cn1
[5*]N1CCCNC(=O)[C@H]1C
[4*]C[C@H](O)C[8*]
[16*]c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2
O=[N+]([O-])c1ccc2c(c1)=[N+]([O-])C1(CCCC1)[N+]=2[O-]
[15*][C@@H]1[C@@H]2CCO[C@@H]2C12CCC2
CC1=C[C@H]2CC[C@@H]1C1=C2C(=O)C=CC1=O
[16*]c1cc([N+](=O)[O-])cnc1C#N
[16*]c1cccnc1
[5*]N1CCCOC[C@@H]1C
O=[N+]([O-])c1ccc2c(S(=O)(=O)O)cc3onnc3c2c1
[14*]c1nn(C)c([14*])c1[N+](=O)[O-]
O=C1C=CN=N1
O=C1Nc2ncc(Cl)c(Br)c2C1=O
[16*]c1ccccc1[N+](=O)[O-]
O=P12OB(O1)O2
Nc1nc([N+](=O)[O-])ccc1[N+](=O)[O-]
[16*]c1c(F)cccc1[N+](=O)[O-]
[4*]CC(=O)N=c1cc([14*])[nH][nH]1
[4*]CC1=CC(=O)C(C)=CC1=O
Cn1ncnc1[N+](=O)[O-]
[4*]CCCF
[6*]C(=O)C(=O)N=c1cc[nH][nH]1
[15*][C@@H]1CCNC12CCC2
[16*]c1ccc2c(c1)C(OC)=CC(=O)C2=O
[16*]c1cc([N+](=O)[O-])c2nsnc2c1
C1=NCN=C2N=NN=C12
[4*]CC(=O)C(F)F
[14*]c1ncc(C=O)cc1Br
[16*]c1cc2c(cc1[16*])C1=C(CCC2)C(=O)C(=O)O1
Cc1cc(O)nc(NN=Cc2cnccn2)n1
O=[N+]([O-])c1cc([N+](=O)[O-])c2no[n+]([O-])c2c1Cl
N#CN=[N+]([O-])c1ccc2oc(=O)ccc2c1
[1*]C(=O)C[C@H]([4*])C
O=C1Nc2cccc([N+](=O)[O-])c2C1=O
[5*]N1CCC[C@H](O)CC1
[7*]C1C(=O)c2ccccc2[C@H]1C
[9*]n1c(=O)cnc2ccccc21
[7*]CC1=CC(=O)C(=O)C=C1
[16*]c1cn(C)c(=O)n(C)c1=O
[13*][C@@H]1CCCCO1
[7*]C1C(O)=Nc2ccc([N+](=O)[O-])cc21
[4*]CC1=C(OC)C(=O)C(OC)=CC1=O
[5*]NC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O
[5*]N(C)C1=CC(=O)N([10*])C1=O
O=C1C=c2ccc(O)cc2=N1
[8*]CN=c1cc[nH]c([14*])n1
[4*]C[C@@]([4*])(C)C#N
[7*]C1C(=O)Nc2ccc(Cl)cc21
O=CC(=O)[C@@H](C(=O)O)[N+](=O)[O-]
[16*]c1ccc2nccnc2c1
O=C1NC(=S)NC(=O)C1=NO
[16*]c1ccc(C)c(F)c1
[1*]C(=O)[C@@H](C)CC
O=c1[nH]n2c(=O)c3nonc3nc2c2ccccc12
O=c1nc2ccc3cnnc3c2c1=O
[5*]N1CC[C@H]([15*])[C@@H]1C
Cc1cc([N+](=O)[O-])cc(Br)[n+]1[O-]
[6*]C(=O)N=c1cc([14*])[nH][nH]1
[15*]C1([15*])CC1
[16*]c1ccc([16*])c(C)c1
O=[N+]([O-])c1ccc(/C=N\O)o1
[4*][C@H](C)CO
[4*][C@@H](C)CN
[1*]C(=O)C1=NN([10*])C(=O)CC1
[1*]C(=O)/N=c1/snnc2c([16*])cnn12
[4*]CCC(=O)O
NC1=C(C(=O)O)C(=O)C(O)=CC1=O
[4*]CC(=O)N=c1nc([14*])[nH]s1
[16*]c1ccc(N=NS(=O)(=O)O)cc1
[1*]C(=O)[C@@H](C)C#N
[14*]c1ncnc2sccc12
OC1=NN=C(C(F)(F)F)/C1=N/Nc1cccnc1
[4*]CC(N)=O
O=[N+]([O-])C(/C=N/O)=N/Nc1ncn[nH]1
Cc1noc(C)c1/C=N/NC1=c2ccccc2=NC1=O
[9*]n1nccc1[14*]
[4*]CC[4*]
[4*][C@@H](CO)C(=O)O
[6*]C(=O)C(=O)N=c1cc(C)o[nH]1
N#Cc1nc2c(C#N)c3ccccn3c2nc1C#N
[16*]c1c([N+](=O)[O-])ccc([N+](=O)[O-])c1[16*]
[15*][C@H]1CNCC12CC2
[16*]c1ccccc1O
O=[N+]([O-])C(C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
O=C1C2=CC(=O)[C@@H]([N+](=O)[O-])C=C2N=C1c1ccccc1
O=C1C(O)=Nc2c1cc(F)c(F)c2[N+](=O)[O-]
[8*]CC(F)(F)C(F)F
[4*]CCCC(N)=O
[9*]n1ncc(C#N)c1[N+](=O)[O-]
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-]
O=[N+]([O-])c1cc(F)ccc1S(=O)(=O)C(F)F
[5*]N1CCC[C@@H](C#N)C1
[16*]c1c([N+](=O)[O-])cccc1[N+](=O)[O-]
[14*]c1cc(C)c(C#N)cn1
O=S1(=O)N=Nc2ccccc21
[6*]C(=O)C(=O)N=c1nc(C)[nH]o1
[13*]C1OCCO1
[8*][C@@H](C=C)C(=O)O
[15*][C@@H]1CCOC(C)(C)C1
[15*][C@H]1CC(=O)N(C)C1
O=[N+]([O-])c1ccc(S(=O)(=O)C(F)F)cc1F
[15*][C@@H]1CC12CCC2
ClC1=c2ccccc2=C2C(Cl)=c3ccccc3=C12
[4*][C@@H](C)C#N
[14*]c1ccc(C#N)o1
[4*][C@H](C(=O)O)[C@@H](C)O
[14*]c1cc(C)c([N+](=O)[O-])s1
[15*]C1CCC([15*])CC1
[1*]C(=O)[C@H](O)C[4*]
[16*]c1cnnc(Cl)c1
[14*]c1n[nH]c([N+](=O)[O-])n1
[5*]N1CCN([5*])[C@@H](C)C1
NC1=NC(=O)C2=NC=NC2=[N+]1[O-]
[1*]C(=O)/C(=N/Nc1ccccc1F)C(=O)C#N
[14*]c1[nH]c(=N[C@H](CO)CCF)ccc1[N+](=O)[O-]
[6*]C(=O)C(=O)N=c1nn[nH]n1[9*]
[1*]C(=O)[C@@H](C)/N=C/c1c([16*])cnc(C)c1O
N#Cc1ccnn2nnnc12
[9*]n1cc([14*])nn1
[15*][C@H]1CC[C@H]([15*])C1
[4*][C@H](CO)[C@@H](C)O
O=C1C=c2c(Cl)cc(Cl)cc2=N1
Brc1ccc2nc3nc4nonc4nc3n2c1
[5*]N1CC[C@@H]2CC[C@@H](C1)N2[5*]
CS(=O)(=O)c1ccc(Br)cc1[N+](=O)[O-]
[16*]c1ccncc1Cl
[1*]C(=O)[C@H]([4*])CC
[13*][C@H]1CCCN1C=O
N#Cc1cc(C=O)ccc1[N+](=O)[O-]
[4*]C[C@H](CC)C(=O)O
Cc1ccc([N+](=O)[O-])c2c1NC(=O)C2=O
CCC1=CC(=O)c2c(O)ccc(O)c2C1=O
[5*]N1CCNC(=O)[C@H]1C
[14*]c1ncnc2cccc([N+](=O)[O-])c12
[4*]CC(=O)C(C)(C)C
O=C(O)/N=N/C(=O)O
[13*][C@H]1N[C@H]([13*])C(=O)C1=O
[6*]C(=O)n1ccccc1=NC(C)C
O=[N+]([O-])NC1=N[C@H]2NC(=S)NN[C@@H]2N1
[5*]N1CCC(C)(C#N)CC1
[4*][C@@H](C)CC([4*])(C)C
[3*]OC
[12*]S(=O)(=O)c1ccc([16*])cc1F
[13*][C@H]1CCN1C
O=C(O)/C(=N/O)c1n[nH]c([N+](=O)[O-])n1
N#CC(=O)C(=NNc1cccc(Cl)c1)C(=O)C#N
[4*]CC(C)(C)C[4*]
[14*]c1onc2ncnc(Cl)c12
[3*]ON
[7*]C(C)C
[5*]N1CCC2(CCN([5*])C2)C1
[4*][C@@H](C)CS(=O)(=O)CC
[16*]c1cnc2ccc(Cl)nn2c1=O
[1*]C(=O)C([8*])(C)C
[4*]CCCCC[4*]
[4*]C[C@@H](CC)C(=O)O
[1*]C(=O)[C@@H](C)C[4*]
[14*]c1nc[nH]c1[14*]
[14*]c1cnn[nH]1
[16*]c1cc(Br)cnc1[N+](=O)[O-]
[13*]C12CCCN1CCC2
[16*]c1ccc(S(C)(=O)=O)nc1
O=C1NC(=S)N=C1c1ccccc1
O=C1C(O)=C([N+](=O)[O-])C(=O)c2ccccc21
[6*]C(=O)C[7*]
[16*]c1ccc(C)c([16*])c1
O=C(O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
O=[N+]([O-])c1n[nH]c([N+](=O)[O-])n1
[5*]N1CCC[C@]1([13*])C
[14*]c1ncccc1S(C)(=O)=O
[6*]C(=O)C(=O)N=c1cc[nH]cc1[16*]
[9*]n1ccc(=NN=C2C=CC(=O)C=C2)cc1
N#Cc1cc(F)c(F)cc1[N+](=O)[O-]
CC(=O)N=S=O
[4*][C@H](CC)C([6*])=O
[4*]CC(=O)CC(C)(C)C
[5*]N1CCS[C@H](C)C1
[5*]N1C[C@H]([15*])[C@@H](O)C1
[1*]C(=O)[C@H](C)/N=C/c1c([16*])cnc(C)c1O
[4*]C1(C)CCC1
[12*]S(=O)(=O)C(F)F
[16*]c1cc2c(c([N+](=O)[O-])c1)NC(=O)C2=O
[16*]c1cc([N+](=O)[O-])c([16*])cc1[N+](=O)[O-]
[4*][C@H](C)C(C)=O
[14*]c1ccc([16*])c(Cl)n1
[5*]N1CC(C)(F)C1
N#Cc1cnnc(O)c1C#N
[8*]CCCO
[14*]c1cscn1
[14*]c1nncs1
[4*]C[C@@H](O)C(=O)O
[3*]OS(=O)(=O)c1ccc(C#N)nc1
[14*]c1c([N+](=O)[O-])nc(C)n1C
Cc1cccc2c1=NC(=O)C=2
